@relation StudentPerformanceFactors_new

@attribute Hours_Studied {Medium,Low,High}
@attribute Attendance {Medium,Low,High}
@attribute Parental_Involvement {Low,Medium,High}
@attribute Access_to_Resources {High,Medium,Low}
@attribute Extracurricular_Activities {No,Yes}
@attribute Sleep_Hours {Medium,High,Low}
@attribute Previous_Scores {B,C,A,D}
@attribute Motivation_Level {Low,Medium,High}
@attribute Internet_Access {Yes,No}
@attribute Tutoring_Sessions {Low,Medium,High}
@attribute Family_Income {Low,Medium,High}
@attribute Teacher_Quality {Medium,High,Low}
@attribute School_Type {Public,Private}
@attribute Peer_Influence {Positive,Negative,Neutral}
@attribute Physical_Activity {Medium,Low,High}
@attribute Learning_Disabilities {No,Yes}
@attribute Parental_Education_Level {'High School',College,Postgraduate}
@attribute Distance_from_Home {Near,Moderate,Far}
@attribute Gender {Male,Female}
@attribute Exam_Score {C,B,A}

@data
Medium,Low,Low,Medium,Yes,Medium,B,Low,Yes,Medium,Medium,High,Public,Neutral,Low,No,'High School',Near,Female,C
Medium,Medium,High,Medium,No,High,B,Low,Yes,Medium,Medium,Medium,Public,Neutral,Medium,No,'High School',Near,Male,C
Medium,Medium,Low,Medium,No,High,C,Low,Yes,Low,Low,Low,Private,Positive,Medium,No,'High School',Far,Male,C
Low,Low,High,Medium,Yes,Low,B,Medium,Yes,Low,Medium,Medium,Public,Positive,Medium,No,'High School',Near,Female,C
Low,Low,Medium,Low,Yes,High,B,Low,Yes,Low,Medium,Medium,Private,Neutral,Medium,No,Postgraduate,Near,Male,C
Low,Medium,Medium,Medium,Yes,Low,C,Medium,Yes,Medium,Low,Medium,Public,Neutral,Medium,No,College,Near,Male,C
Medium,Medium,Medium,Low,No,Medium,C,Medium,Yes,Medium,High,Medium,Public,Neutral,Medium,No,Postgraduate,Moderate,Female,C
Low,High,Low,High,Yes,Medium,B,Medium,Yes,Low,Medium,Medium,Private,Negative,Medium,No,'High School',Near,Male,C
Low,Low,Medium,Medium,No,Medium,C,Medium,Yes,Low,Medium,Medium,Public,Negative,Medium,No,'High School',Near,Female,C
High,Medium,Medium,High,No,Medium,B,Medium,No,Medium,High,High,Private,Positive,Low,No,Postgraduate,Moderate,Female,B
Low,Low,Medium,Low,Yes,High,A,Medium,Yes,High,Low,Medium,Private,Neutral,Medium,No,College,Moderate,Male,C
Low,Medium,High,High,No,Medium,C,Medium,Yes,Low,Low,High,Private,Neutral,Medium,No,College,Moderate,Male,C
Low,Low,Low,Medium,Yes,High,A,Medium,Yes,Low,Low,Medium,Public,Negative,Low,No,College,Moderate,Male,C
Medium,High,Medium,Low,No,High,C,Low,Yes,Low,Low,High,Public,Positive,Medium,No,Postgraduate,Far,Male,C
Medium,High,Medium,High,No,High,A,Medium,Yes,Low,High,High,Public,Neutral,Low,Yes,College,Near,Male,B
Medium,Medium,Medium,High,Yes,Medium,A,Low,Yes,Medium,Medium,Medium,Public,Negative,Low,No,'High School',Moderate,Female,C
High,Low,High,High,Yes,Medium,A,Low,Yes,Low,Medium,Medium,Public,Positive,Medium,No,College,Near,Male,B
Low,Medium,Medium,High,No,Medium,C,Medium,Yes,Low,Medium,Medium,Private,Neutral,Medium,No,College,Near,Male,C
Medium,High,Low,Low,Yes,High,A,High,Yes,Medium,Low,Medium,Public,Positive,Medium,No,'High School',Near,Male,B
Low,Low,Low,Medium,Yes,High,A,High,Yes,Low,Medium,High,Public,Negative,Medium,No,'High School',Moderate,Male,C
Low,Medium,Medium,Medium,Yes,Low,B,High,Yes,Medium,Low,Low,Public,Negative,Medium,No,College,Near,Female,C
Low,High,Medium,Low,Yes,Medium,B,Medium,Yes,Medium,Low,Medium,Private,Negative,Medium,Yes,Postgraduate,Moderate,Male,C
Low,High,Low,High,Yes,Low,D,High,Yes,Low,Medium,Medium,Public,Neutral,Medium,No,'High School',Moderate,Female,C
High,High,Low,Medium,Yes,Medium,D,Medium,Yes,Medium,High,Medium,Private,Positive,Medium,No,College,Near,Male,B
Medium,High,Medium,High,Yes,Medium,B,Medium,Yes,Low,Medium,Medium,Private,Positive,Medium,No,'High School',Moderate,Male,B
Medium,High,Medium,Medium,No,Medium,B,Medium,Yes,Low,Medium,Medium,Public,Positive,Low,No,College,Moderate,Male,B
Medium,Medium,Low,Medium,Yes,High,C,Medium,Yes,High,High,Low,Public,Positive,Medium,No,College,Moderate,Male,B
Low,Medium,Medium,Low,Yes,Medium,C,Low,Yes,Low,Low,Medium,Public,Positive,Medium,Yes,Postgraduate,Near,Female,C
Low,High,High,Low,Yes,Medium,A,Medium,Yes,Low,Medium,High,Private,Neutral,Low,No,Postgraduate,Moderate,Male,C
Low,High,High,High,Yes,Medium,B,Medium,Yes,Low,Low,Medium,Public,Positive,Medium,No,'High School',Moderate,Female,C
Low,High,High,High,Yes,Medium,B,Medium,Yes,Medium,High,Medium,Public,Positive,Low,No,'High School',Near,Male,B
Medium,Low,High,Medium,Yes,High,B,High,No,Low,Low,Medium,Private,Neutral,Medium,No,College,Near,Female,C
Medium,Medium,Medium,High,Yes,Medium,B,High,No,Low,Medium,Medium,Public,Neutral,Medium,No,College,Near,Male,C
Medium,Medium,Low,Medium,Yes,High,C,Medium,Yes,Medium,Low,Medium,Public,Neutral,Medium,No,College,Moderate,Male,C
Low,Medium,Medium,High,No,Medium,B,High,Yes,Low,Low,Medium,Public,Positive,Medium,No,'High School',Near,Male,C
Medium,Low,Medium,Medium,No,Medium,C,Medium,No,Low,Low,Low,Public,Neutral,Medium,Yes,College,Near,Male,C
Medium,High,High,Medium,Yes,Medium,A,Low,Yes,Low,Low,Medium,Private,Neutral,Medium,No,Postgraduate,Moderate,Female,B
Medium,Low,Medium,Medium,No,High,C,Medium,Yes,Medium,High,Medium,Public,Neutral,Medium,No,'High School',Near,Male,C
Low,High,Medium,Medium,Yes,High,C,Medium,Yes,Low,Medium,Medium,Private,Neutral,Medium,No,'High School',Far,Male,C
Medium,High,Medium,Medium,No,Medium,B,Low,Yes,High,High,Medium,Public,Negative,Low,No,Postgraduate,Near,Male,B
Low,Medium,Medium,Medium,No,Medium,A,Medium,Yes,Low,Low,Low,Public,Neutral,Medium,No,'High School',Near,Male,C
Low,Medium,Medium,Medium,No,High,A,Medium,Yes,High,High,Medium,Public,Positive,Low,No,'High School',Near,Female,C
Medium,High,Medium,Low,No,High,C,Low,Yes,Low,Medium,Medium,Private,Neutral,Medium,No,Postgraduate,Far,Female,C
Medium,High,High,High,Yes,Medium,B,High,Yes,Medium,High,High,Public,Positive,Medium,No,College,Moderate,Female,B
Low,High,Medium,High,Yes,High,C,Medium,Yes,Medium,Medium,Medium,Public,Positive,Medium,No,'High School',Far,Male,C
Medium,High,Medium,High,Yes,High,A,Low,Yes,Low,Medium,Medium,Public,Positive,Medium,Yes,'High School',Moderate,Female,B
Low,High,Medium,Medium,No,High,C,Medium,Yes,Low,High,Medium,Public,Positive,Low,No,College,Near,Female,C
Medium,Medium,Medium,Low,No,Low,A,Medium,Yes,Medium,Low,Medium,Public,Neutral,Low,No,Postgraduate,Near,Male,B
Low,High,Medium,Medium,Yes,High,A,Medium,Yes,Medium,Medium,Medium,Public,Negative,Low,No,'High School',Near,Male,B
Medium,High,Medium,Low,Yes,High,A,High,Yes,Medium,Medium,High,Public,Positive,Low,No,Postgraduate,Moderate,Female,B
Low,High,Medium,Medium,No,High,A,Low,Yes,Medium,Medium,Medium,Private,Neutral,Low,No,'High School',Far,Male,C
Low,Low,Low,Low,Yes,Medium,C,Medium,Yes,Low,Low,Medium,Public,Positive,Medium,No,Postgraduate,Near,Female,C
Low,High,Medium,Medium,Yes,Low,B,Medium,Yes,Low,Medium,Medium,Public,Neutral,Low,No,College,Moderate,Male,C
Medium,Medium,Medium,Low,Yes,High,D,Medium,Yes,Low,Low,Medium,Private,Positive,Low,No,Postgraduate,Far,Male,C
Low,High,High,Low,Yes,Medium,C,Low,Yes,Low,High,Medium,Private,Positive,Medium,No,'High School',Near,Female,C
Medium,Low,Low,High,Yes,Medium,D,Medium,Yes,Low,High,Medium,Public,Neutral,Low,No,Postgraduate,Moderate,Female,C
Low,Medium,Low,High,Yes,High,B,High,Yes,Low,Medium,Medium,Private,Negative,Medium,No,College,Near,Male,C
Low,Medium,High,Medium,Yes,Low,B,Medium,No,Low,High,Medium,Public,Neutral,Medium,No,'High School',Moderate,Female,C
Low,Medium,Low,Medium,No,High,A,High,Yes,Medium,Low,High,Public,Neutral,Medium,No,'High School',Near,Male,C
Low,Low,Low,High,Yes,Medium,B,Medium,Yes,Low,Low,Medium,Private,Positive,Medium,No,Postgraduate,Near,Female,C
Medium,High,Low,High,No,Medium,B,Medium,Yes,Low,Medium,Medium,Public,Neutral,Medium,No,'High School',Near,Female,C
Low,Low,High,High,No,Medium,B,Medium,Yes,Low,Medium,Medium,Public,Negative,Medium,No,College,Far,Female,C
Medium,Medium,High,Medium,No,High,A,Medium,Yes,High,Low,Low,Public,Neutral,Medium,No,'High School',Moderate,Male,C
Low,Low,Medium,Low,No,High,A,High,No,Low,High,Low,Public,Positive,Medium,No,College,Near,Male,C
Low,Medium,Medium,Low,No,High,B,High,Yes,Low,Low,Medium,Public,Positive,Medium,No,'High School',Far,Female,C
Medium,Medium,Medium,High,No,Medium,D,Low,Yes,Low,High,Medium,Public,Neutral,Low,No,'High School',Moderate,Female,C
Medium,Medium,High,High,Yes,Low,C,Medium,Yes,Low,Low,Low,Private,Positive,Medium,No,Postgraduate,Moderate,Male,C
Medium,Medium,Low,Medium,Yes,Medium,A,High,Yes,Low,Low,Medium,Private,Positive,Medium,No,'High School',Near,Female,C
Low,High,High,Medium,Yes,High,C,Low,Yes,Low,Medium,High,Private,Positive,Medium,No,College,Near,Male,C
Low,Low,Low,Medium,Yes,Medium,A,Medium,Yes,Medium,Low,Medium,Public,Positive,Medium,No,'High School',Moderate,Male,C
Low,Low,Medium,High,Yes,Low,A,High,Yes,High,High,High,Public,Positive,Medium,No,College,Near,Male,C
Low,Medium,Low,High,Yes,Low,A,High,Yes,Low,Medium,Medium,Private,Neutral,Medium,No,'High School',Near,Male,C
Medium,High,High,Medium,Yes,Medium,A,Medium,No,Medium,Medium,Medium,Public,Positive,Medium,No,College,Near,Male,B
Low,Medium,Medium,Medium,No,High,A,Low,Yes,Low,Medium,Medium,Public,Neutral,Medium,No,College,Near,Female,C
Medium,Medium,Medium,Medium,No,Medium,B,Medium,Yes,Low,Medium,Medium,Public,Negative,Low,No,'High School',Near,Male,C
Low,Medium,Medium,High,Yes,High,D,High,Yes,Medium,High,Medium,Private,Neutral,Medium,No,Postgraduate,Far,Male,C
Medium,Medium,Medium,High,Yes,Low,B,Medium,No,Low,Low,Medium,Private,Negative,Medium,No,College,Near,Female,C
Medium,Low,High,Low,No,Medium,B,Medium,No,Medium,Medium,High,Public,Positive,Low,No,'High School',Near,Female,C
Medium,Low,Medium,Low,No,Medium,A,High,Yes,Medium,High,Low,Private,Neutral,Low,No,College,Near,Female,C
Medium,Medium,Medium,Medium,No,High,B,Medium,Yes,Medium,Low,Medium,Private,Neutral,Medium,No,College,Moderate,Male,C
Low,Medium,Low,Medium,Yes,Low,B,Medium,Yes,Low,Low,High,Public,Positive,Medium,No,Postgraduate,Moderate,Female,C
Low,Low,Medium,Medium,No,Low,B,Medium,Yes,Low,High,High,Public,Positive,Medium,No,'High School',Moderate,Male,C
Low,High,High,Medium,No,High,C,Medium,Yes,Low,High,High,Private,Neutral,Low,No,'High School',Near,Male,C
Low,High,Medium,High,Yes,Low,B,Low,Yes,Medium,Low,Medium,Public,Neutral,Medium,No,'High School',Near,Male,B
Medium,Medium,High,High,Yes,Medium,C,Low,No,Low,Medium,Medium,Public,Positive,Medium,No,Postgraduate,Moderate,Male,C
Low,High,Medium,Medium,Yes,High,D,High,Yes,Low,Medium,Medium,Public,Neutral,Medium,No,College,Far,Male,C
Low,High,Medium,Medium,Yes,Medium,C,Low,Yes,Medium,Medium,Low,Private,Negative,Low,No,Postgraduate,Moderate,Female,C
High,High,Medium,Low,No,High,B,Low,Yes,Medium,High,High,Private,Neutral,Low,No,'High School',Near,Male,B
Medium,Medium,High,High,Yes,High,A,Medium,Yes,Low,Medium,Medium,Private,Negative,Low,Yes,'High School',Near,Female,C
Low,High,Medium,High,No,High,A,Medium,No,Low,Low,High,Public,Neutral,Low,No,'High School',Near,Male,C
Low,Low,Medium,Medium,No,Medium,C,Medium,Yes,Low,High,Medium,Private,Neutral,Medium,No,'High School',Moderate,Male,C
Medium,Medium,High,Low,Yes,Medium,D,Medium,Yes,Low,Low,Medium,Public,Negative,Medium,No,'High School',Near,Male,C
High,Medium,High,Low,No,High,B,Low,Yes,Medium,Medium,Medium,Public,Neutral,Medium,Yes,'High School',Near,Female,C
Low,Low,Medium,Medium,Yes,Medium,C,Low,Yes,Medium,Medium,Medium,Public,Negative,Low,No,College,Near,Female,C
Medium,Medium,Medium,Low,Yes,Medium,C,Low,Yes,Low,High,Medium,Public,Neutral,Medium,Yes,'High School',Near,Female,C
Medium,Low,Medium,Medium,No,High,B,High,No,Low,High,Medium,Private,Positive,Medium,No,College,Near,Female,C
Low,High,Medium,Medium,Yes,Medium,D,Medium,Yes,Medium,High,High,Public,Positive,Medium,No,'High School',Near,Female,C
Low,Medium,Medium,Medium,Yes,Medium,C,Medium,Yes,Low,Medium,Medium,Public,Negative,Medium,No,Postgraduate,Moderate,Female,C
Low,Medium,High,High,No,High,B,Medium,Yes,Low,Medium,Medium,Private,Positive,Medium,No,College,Near,Female,C
Low,Low,Low,Medium,No,Medium,B,Medium,Yes,Medium,Low,Medium,Public,Negative,Medium,No,'High School',Near,Male,C
Medium,Low,Medium,High,No,High,B,Medium,Yes,Low,Low,Medium,Public,Neutral,Low,Yes,College,Near,Male,C
Medium,Medium,High,Low,No,High,C,Medium,Yes,Low,Low,Medium,Public,Positive,Medium,No,'High School',Near,Male,C
Medium,High,Low,Low,Yes,Medium,C,Low,Yes,Medium,Medium,Medium,Private,Positive,Low,No,Postgraduate,Moderate,Male,B
Low,Low,Medium,Medium,No,Medium,C,Medium,Yes,Medium,Medium,High,Public,Neutral,Medium,No,'High School',Near,Male,C
Low,Medium,High,Medium,No,High,C,High,Yes,Low,Low,High,Public,Positive,Low,No,College,Moderate,Male,C
Medium,High,High,Low,Yes,Medium,C,Low,Yes,Low,Low,Low,Private,Positive,Medium,No,College,Near,Male,C
Medium,Low,Medium,Medium,Yes,Low,D,Medium,Yes,Low,Medium,Medium,Private,Positive,Medium,No,'High School',Moderate,Male,C
Medium,High,Low,Medium,Yes,High,B,Medium,Yes,Medium,High,Medium,Public,Positive,Medium,No,'High School',Near,Female,B
Low,Medium,Low,High,Yes,Medium,A,Medium,Yes,Medium,Low,Medium,Public,Positive,Medium,No,College,Near,Male,C
Medium,Medium,Medium,Medium,Yes,Medium,C,Low,Yes,Low,Medium,High,Private,Positive,Low,No,'High School',Moderate,Male,C
Medium,Medium,Low,Medium,No,Low,D,Low,Yes,Low,Low,Medium,Public,Neutral,Medium,No,'High School',Near,Female,C
Medium,Medium,Low,High,No,Medium,B,Low,No,Low,Low,High,Public,Neutral,Medium,No,Postgraduate,Near,Male,C
Low,Medium,High,High,No,Medium,A,High,Yes,Low,High,High,Private,Positive,Low,No,'High School',Moderate,Male,C
Low,High,High,Medium,No,Medium,B,High,Yes,Low,Low,Medium,Public,Neutral,Medium,No,'High School',Near,Male,C
Low,High,High,Medium,Yes,Medium,C,Low,Yes,Medium,Low,Medium,Public,Neutral,Medium,Yes,Postgraduate,Near,Male,C
High,High,Low,Medium,Yes,High,B,Low,Yes,Medium,Low,Low,Public,Neutral,Medium,No,College,Near,Male,B
Low,High,Low,Medium,No,Medium,C,Medium,Yes,Low,Medium,Medium,Public,Neutral,Medium,No,'High School',Far,Male,C
Medium,Medium,High,Low,No,High,B,Medium,Yes,Medium,Low,High,Private,Positive,Medium,No,'High School',Moderate,Male,C
Low,High,High,Medium,Yes,Medium,A,Medium,Yes,Low,Low,Medium,Private,Neutral,Low,No,'High School',Near,Female,C
Medium,Medium,High,High,No,High,A,Medium,Yes,Low,High,Medium,Public,Positive,Medium,No,College,Near,Male,B
High,High,High,Medium,Yes,Low,C,Medium,Yes,Medium,Low,High,Public,Neutral,Low,No,Postgraduate,Near,Female,B
Medium,Medium,High,Low,Yes,Medium,A,Low,Yes,Medium,High,Medium,Public,Negative,Medium,No,College,Near,Male,C
Medium,High,Medium,Medium,No,Medium,A,Low,Yes,Low,Low,Medium,Private,Neutral,Low,No,'High School',Moderate,Male,C
Medium,High,Medium,Medium,No,Medium,C,High,Yes,Medium,Low,Medium,Public,Neutral,Medium,No,College,Near,Female,B
Low,Medium,Medium,Medium,Yes,High,C,Medium,Yes,High,Medium,Medium,Public,Neutral,Medium,No,College,Near,Male,C
Medium,Low,Medium,Medium,Yes,High,A,High,Yes,Low,Low,Medium,Private,Positive,Medium,No,'High School',Far,Female,C
Medium,Medium,Medium,Medium,Yes,Medium,A,Medium,Yes,Low,Low,High,Public,Negative,Medium,No,Postgraduate,Moderate,Male,C
Medium,Medium,High,High,No,Medium,B,Medium,Yes,Low,Medium,Low,Public,Neutral,Low,No,College,Moderate,Female,C
Low,High,Low,Medium,Yes,High,A,Medium,No,Low,Low,High,Public,Positive,Low,No,College,Moderate,Male,C
Low,High,High,Medium,No,Medium,C,Low,Yes,Low,High,Medium,Private,Neutral,Low,No,Postgraduate,Moderate,Male,C
Low,Medium,Low,High,No,Low,B,Low,Yes,Medium,Low,Medium,Public,Negative,Low,No,'High School',Near,Female,C
Medium,Medium,Medium,High,Yes,High,D,High,Yes,Low,Medium,Medium,Public,Negative,Medium,Yes,Postgraduate,Near,Female,C
Low,High,High,Medium,No,High,D,Low,Yes,High,Low,High,Private,Negative,Medium,No,'High School',Near,Male,C
High,Low,Low,High,Yes,High,D,Low,No,Low,Low,Medium,Private,Positive,Medium,No,College,Near,Female,C
Medium,Medium,Medium,Medium,Yes,High,B,Medium,Yes,Low,High,Medium,Public,Positive,Low,No,'High School',Moderate,Male,C
Low,High,Low,Medium,Yes,Medium,B,Medium,No,Low,Medium,Medium,Public,Negative,Low,No,'High School',Near,Male,C
Low,High,High,Medium,No,High,D,Low,Yes,Low,High,High,Public,Neutral,Low,No,'High School',Near,Female,C
Low,Low,High,Medium,Yes,Medium,B,Medium,Yes,Medium,Low,Medium,Public,Negative,Medium,No,'High School',Near,Female,C
Low,Low,High,Medium,No,High,B,Medium,Yes,Low,Low,High,Public,Positive,Medium,No,'High School',Near,Female,C
High,High,High,Medium,Yes,High,C,High,Yes,Medium,Medium,High,Private,Neutral,Medium,No,'High School',Moderate,Male,B
Medium,High,High,High,Yes,Medium,D,High,Yes,Medium,Medium,Medium,Public,Neutral,Medium,No,'High School',Moderate,Male,B
Medium,High,Low,Medium,No,High,C,High,Yes,High,Low,Low,Public,Neutral,High,No,'High School',Near,Female,B
Medium,Medium,Medium,Medium,No,High,B,High,Yes,Medium,Low,Medium,Public,Neutral,Medium,No,'High School',Near,Male,C
Low,High,Medium,Low,Yes,Medium,B,Medium,Yes,Low,Low,Medium,Public,Neutral,Low,No,College,Moderate,Male,C
Low,Medium,Medium,High,Yes,High,B,High,Yes,Low,Medium,Medium,Private,Positive,Low,No,'High School',Moderate,Male,C
Medium,High,High,High,Yes,High,C,Low,Yes,Low,Low,Medium,Public,Negative,Medium,No,Postgraduate,Near,Male,B
Low,Medium,Medium,Medium,Yes,Medium,A,Medium,No,Medium,Low,Medium,Private,Neutral,Low,No,Postgraduate,Far,Male,C
Low,Low,Low,High,No,Medium,B,Medium,Yes,Low,Low,Medium,Private,Negative,Low,No,College,Far,Male,C
Low,High,Medium,High,Yes,High,A,High,No,Low,Low,High,Public,Positive,Medium,No,'High School',Far,Female,B
Low,Low,Low,High,No,High,C,Medium,Yes,Medium,Medium,High,Private,Positive,Medium,No,Postgraduate,Moderate,Female,C
Medium,Medium,Medium,Medium,No,High,B,Low,Yes,Medium,Medium,Medium,Public,Positive,Medium,No,Postgraduate,Far,Male,C
Medium,High,Medium,Medium,Yes,Medium,B,High,Yes,Medium,Low,Medium,Public,Neutral,Low,Yes,'High School',Near,Male,B
Medium,High,High,Low,Yes,High,A,Medium,Yes,Low,Low,Medium,Public,Positive,Low,No,Postgraduate,Moderate,Male,B
Medium,High,Low,High,Yes,Medium,B,Medium,Yes,Medium,Medium,High,Public,Neutral,Medium,No,'High School',Far,Male,B
Medium,Medium,High,High,Yes,Medium,B,Medium,Yes,Low,Low,Medium,Public,Positive,Medium,No,'High School',Far,Female,B
Low,Medium,Low,High,No,High,C,Medium,Yes,Medium,Low,Medium,Public,Neutral,Medium,Yes,College,Moderate,Female,C
Medium,High,Medium,Medium,Yes,Medium,A,Low,Yes,Low,Low,Medium,Private,Positive,Medium,No,'High School',Near,Female,B
Medium,Low,Medium,Medium,No,High,C,Low,Yes,Low,Low,Medium,Private,Positive,Medium,No,'High School',Near,Female,C
Low,High,Low,Medium,Yes,Medium,C,High,Yes,Medium,Low,High,Public,Neutral,Medium,No,College,Near,Male,C
Low,Low,Low,Medium,Yes,High,C,Low,Yes,Low,Low,Medium,Public,Negative,Low,No,College,Moderate,Male,C
Low,High,Low,Medium,Yes,Medium,C,Medium,Yes,Medium,Medium,High,Public,Negative,Medium,No,College,Near,Female,C
Low,Low,Medium,Low,No,High,C,Medium,Yes,Low,Low,High,Private,Positive,Medium,Yes,College,Near,Female,C
Medium,Medium,High,High,Yes,Medium,A,High,Yes,Medium,Low,Medium,Public,Negative,Medium,No,College,Near,Male,B
Low,High,Medium,Medium,No,Medium,B,Medium,Yes,Low,Low,Low,Public,Negative,Medium,No,'High School',Moderate,Male,C
Low,Medium,Medium,High,Yes,Medium,C,Medium,Yes,Medium,Low,Medium,Public,Positive,Medium,No,College,Far,Female,C
Low,High,Medium,High,Yes,Low,A,Low,Yes,Low,High,Medium,Private,Negative,Medium,No,'High School',Moderate,Male,C
Medium,High,Low,Medium,Yes,Medium,B,Low,Yes,Medium,Low,Medium,Public,Positive,Medium,Yes,College,Moderate,Female,B
Medium,High,Low,Medium,Yes,High,A,Medium,Yes,Medium,Medium,High,Public,Positive,Low,No,Postgraduate,Near,Female,B
Low,High,High,High,No,Low,B,Low,Yes,Low,Medium,Low,Private,Negative,Medium,No,College,Moderate,Male,B
Low,Medium,Low,High,Yes,High,B,Medium,Yes,Medium,Low,High,Public,Negative,Low,No,College,Near,Female,C
Medium,Low,High,Medium,Yes,Medium,D,Medium,Yes,Medium,Medium,Medium,Public,Neutral,Medium,No,'High School',Near,Female,C
Low,Low,Low,Low,No,Medium,A,High,Yes,Low,Medium,Medium,Public,Neutral,Medium,No,'High School',Far,Female,C
Medium,Medium,Medium,Medium,Yes,Low,A,Low,Yes,Low,Medium,Medium,Private,Positive,Low,No,'High School',Moderate,Male,C
Medium,Low,High,Medium,Yes,Medium,C,Medium,Yes,Low,Low,Medium,Private,Neutral,Medium,No,Postgraduate,Moderate,Male,C
Low,Medium,Medium,Medium,No,Low,A,Medium,Yes,Low,High,Medium,Public,Negative,Medium,No,College,Near,Male,C
High,Low,High,High,Yes,Medium,B,Low,Yes,Low,Low,Medium,Public,Positive,Medium,No,College,Near,Male,B
Low,Low,Medium,Medium,No,Low,C,Medium,Yes,Medium,Low,Medium,Public,Neutral,Medium,No,College,Near,Male,C
Low,Low,Medium,Medium,Yes,Medium,A,Medium,Yes,Low,Medium,Medium,Public,Negative,Medium,No,'High School',Near,Male,C
Low,High,Medium,High,Yes,Medium,D,Low,Yes,Low,Low,High,Private,Neutral,Medium,No,'High School',Near,Female,C
Medium,Medium,High,Medium,No,Medium,C,Medium,No,Low,Medium,High,Public,Neutral,Medium,No,College,Near,Male,C
High,Medium,Medium,High,No,High,A,Low,Yes,Low,Medium,Medium,Public,Positive,Medium,No,'High School',Near,Male,B
High,High,Medium,Low,Yes,Low,B,High,No,Low,Low,Low,Public,Negative,Medium,No,'High School',Moderate,Male,C
Medium,Low,High,Medium,Yes,Medium,B,Medium,Yes,Low,Low,High,Public,Neutral,Medium,No,'High School',Far,Female,C
Low,High,Medium,Low,Yes,Medium,A,Low,Yes,Low,Medium,Medium,Public,Positive,Medium,No,'High School',Moderate,Female,B
Low,High,Medium,Medium,Yes,Medium,C,Low,Yes,Medium,Medium,High,Public,Neutral,Low,No,Postgraduate,Moderate,Male,C
Low,Low,High,High,No,Medium,C,Medium,Yes,Low,Low,High,Private,Neutral,Low,No,'High School',Near,Female,C
High,High,Medium,High,Yes,High,A,Medium,Yes,Medium,Medium,Low,Private,Neutral,Low,No,Postgraduate,Moderate,Male,B
Medium,High,Medium,High,Yes,High,C,Low,Yes,Low,Medium,High,Private,Negative,Medium,No,College,Near,Male,B
Low,Medium,High,Medium,Yes,Low,B,Low,Yes,Low,Medium,Medium,Private,Positive,Medium,No,'High School',Near,Female,C
Medium,High,Medium,High,Yes,Medium,C,High,Yes,Low,Low,High,Public,Positive,Low,No,'High School',Near,Female,B
Low,Low,Medium,Medium,Yes,Low,A,Medium,Yes,Low,Medium,Medium,Private,Negative,Low,No,'High School',Near,Male,C
Medium,Medium,Medium,Low,Yes,Medium,A,Low,Yes,Medium,Low,High,Public,Neutral,Low,No,'High School',Moderate,Female,C
Low,Low,High,Medium,No,High,C,Low,Yes,Low,Medium,High,Private,Neutral,Medium,No,'High School',Near,Female,C
Medium,Low,Low,Medium,Yes,High,B,Medium,No,Low,Low,Low,Public,Positive,Medium,No,Postgraduate,Moderate,Male,C
